564.0000,0.0000,0.1285,0.0000
566.0000,0.0000,0.1051,0.0000
568.0000,0.0000,0.0907,0.0000
570.0000,0.0000,0.0718,0.0000
572.0000,0.0023,0.0496,0.0000
574.0000,0.0075,0.0330,0.0000
576.0000,0.0133,0.0211,0.0000
578.0000,0.0177,0.0129,0.0000
580.0000,0.0197,0.0071,0.0000
582.0000,0.0194,0.0033,0.0000
584.0000,0.0181,0.0013,0.0000
586.0000,0.0163,0.0003,0.0000
588.0000,0.0146,0.0000,0.0000
590.0000,0.0135,0.0000,0.0000
592.0000,0.0128,0.0000,0.0000
594.0000,0.0125,0.0000,0.0000
596.0000,0.0125,0.0000,0.0000
598.0000,0.0128,0.0000,0.0000
600.0000,0.0134,0.0000,0.0000
602.0000,0.0149,0.0000,0.0000
604.0000,0.0176,0.0000,0.0000
606.0000,0.0214,0.0000,0.0000
608.0000,0.0262,0.0000,0.0000
610.0000,0.0318,0.0000,0.0000
612.0000,0.0383,0.0000,0.0000
614.0000,0.0461,0.0000,0.0000
616.0000,0.0553,0.0000,0.0000
618.0000,0.0655,0.0000,0.0000
620.0000,0.0766,0.0000,0.0000
622.0000,0.0890,0.0000,0.0000
624.0000,0.1028,0.0000,0.0000
626.0000,0.1175,0.0000,0.0000
628.0000,0.1323,0.0000,0.0000
630.0000,0.1464,0.0000,0.0000
632.0000,0.1597,0.0000,0.0000
634.0000,0.1724,0.0000,0.0000
636.0000,0.1843,0.0000,0.0000
638.0000,0.1947,0.0000,0.0000
640.0000,0.2033,0.0000,0.0000
642.0000,0.2094,0.0000,0.0000
644.0000,0.2138,0.0000,0.0000
646.0000,0.2174,0.0000,0.0000
648.0000,0.2215,0.0000,0.0000
650.0000,0.2275,0.0000,0.0000
652.0000,0.2348,0.0000,0.0000
654.0000,0.2432,0.0000,0.0000
656.0000,0.2544,0.0000,0.0000
658.0000,0.2702,0.0000,0.0000
660.0000,0.2923,0.0000,0.0000
662.0000,0.3213,0.0000,0.0000
664.0000,0.3560,0.0000,0.0000
666.0000,0.3954,0.0000,0.0000
668.0000,0.4386,0.0000,0.0000
670.0000,0.4845,0.0000,0.0000
672.0000,0.5337,0.0000,0.0000
674.0000,0.5867,0.0000,0.0000
676.0000,0.6418,0.0000,0.0000
678.0000,0.6977,0.0000,0.0000
680.0000,0.7527,0.0000,0.0000
682.0000,0.8112,0.0000,0.0000
684.0000,0.8727,0.0000,0.0000
686.0000,0.9289,0.0000,0.0000
688.0000,0.9721,0.0000,0.0000
690.0000,0.9950,0.0000,0.0000
692.0000,1.0000,0.0000,0.0000
694.0000,0.9928,0.0000,0.0000
696.0000,0.9714,0.0000,0.0000
698.0000,0.9336,0.0000,0.0000
700.0000,0.8776,0.0000,0.0000
702.0000,0.7997,0.0000,0.0000
704.0000,0.7045,0.0000,0.0000
706.0000,0.6028,0.0000,0.0000
708.0000,0.5049,0.0000,0.0000
710.0000,0.4203,0.0000,0.0000
712.0000,0.3498,0.0000,0.0000
714.0000,0.2876,0.0000,0.0000
716.0000,0.2324,0.0000,0.0000
718.0000,0.1834,0.0000,0.0000
720.0000,0.1396,0.0000,0.0000
722.0000,0.0984,0.0000,0.0000
724.0000,0.0603,0.0000,0.0000
726.0000,0.0289,0.0000,0.0000
728.0000,0.0077,0.0000,0.0000
730.0000,0.0000,0.0000,0.0000
